title,authors,publication_year,venue,doi,pmid,arxiv_id,abstract,citation_count,source
Special issue on advances in neural networks research: IJCNN'07.,David G Brown (N/A); Jennie Si (N/A); Ron Sun (N/A),,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2008.01.002,18262753,,"{'text': '', 'structured': []}",0,pubmed
Quantum neural networks model based on swap test and phase estimation.,"Panchi Li (School of Computer and Information Technology, Northeast Petroleum University, Daqing 163318, China. Electronic address: lipanchi@vip.sina.com.); Bing Wang (School of Computer and Information Technology, Northeast Petroleum University, Daqing 163318, China.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.07.003,32663639,,"{'text': 'In this paper, a neural networks model for quantum computer is proposed. The core of this model is quantum neuron. Firstly, the inner product of the input qubits and the weight qubits is mapped to the phase of the control qubits in the neuron by the swap test technology, and then these phases are obtained by the phase estimation method, which are further used as the phase of the output qubit in the neuron. In this way, the mapping of input qubits to output qubit in quantum neuron is completed. The quantum neurons mentioned above can be used to construct quantum neural networks. In this paper, the quantum circuit for each operation step are given. The simulation results on the classic computer verify the effectiveness of the proposed model.', 'structured': []}",0,pubmed
On decision regions of narrow deep neural networks.,"Hans-Peter Beise (Department of Computer Science, Trier University of Applied Sciences, Germany. Electronic address: H.Beise@hochschule-trier.de.); Steve Dias Da Cruz (Department of Basics & Mathematical Models, IEE S.A., Luxembourg; Department of Computer Science, University of Kaiserslautern, Germany.); Udo Schröder (Department of Basics & Mathematical Models, IEE S.A., Luxembourg.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2021.02.024,33756267,,"{'text': 'We show that for neural network functions that have width less or equal to the input dimension all connected components of decision regions are unbounded. The result holds for continuous and strictly monotonic activation functions as well as for the ReLU activation function. This complements recent results on approximation capabilities by Hanin and Sellke (2017) and connectivity of decision regions by Nguyen et\xa0al. (2018) for such narrow neural networks. Our results are illustrated by means of numerical experiments.', 'structured': []}",0,pubmed
Efficient architecture for deep neural networks with heterogeneous sensitivity.,"Hyunjoong Cho (School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, Republic of Korea.); Jinhyeok Jang (Electronics and Telecommunications Research Institute (ETRI), Daejeon, Republic of Korea.); Chanhyeok Lee (School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, Republic of Korea.); Seungjoon Yang (School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, Republic of Korea. Electronic address: syang@unist.ac.kr.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.10.017,33302052,,"{'text': 'In this study, we present a neural network that consists of nodes with heterogeneous sensitivity. Each node in a network is assigned a variable that determines the sensitivity with which it learns to perform a given task. The network is trained via a constrained optimization that maximizes the sparsity of the sensitivity variables while ensuring optimal network performance. As a result, the network learns to perform a given task using only a few sensitive nodes. Insensitive nodes, which are nodes with zero sensitivity, can be removed from a trained network to obtain a computationally efficient network. Removing zero-sensitivity nodes has no effect on the performance of the network because the network has already been trained to perform the task without them. The regularization parameter used to solve the optimization problem was simultaneously found during the training of the networks. To validate our approach, we designed networks with computationally efficient architectures for various tasks such as autoregression, object recognition, facial expression recognition, and object detection using various datasets. In our experiments, the networks designed by our proposed method provided the same or higher performances but with far less computational complexity.', 'structured': []}",0,pubmed
Adaptive receptive field graph neural networks.,"Hepeng Gao (Jilin University, Changchun, 130012, Jilin, China. Electronic address: gaohepeng13@hotmail.com.); Funing Yang (Jilin University, Changchun, 130012, Jilin, China. Electronic address: harptomato@163.com.); Yongjian Yang (Jilin University, Changchun, 130012, Jilin, China. Electronic address: yyj@jlu.edu.cn.); Yuanbo Xu (Jilin University, Changchun, 130012, Jilin, China. Electronic address: yuanbox@jlu.edu.cn.); Yijun Su (JD Intelligent Cities Research, Beijing, 100007, China. Electronic address: suyijun.ucas@gmail.com.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107658,40505162,,"{'text': ""Graph Neural Networks (GNNs) have drawn increasing attention in recent years and achieved outstanding success in many scenarios and tasks. However, existing methods indicate that the performance of representation learning drops dramatically as GNNs deepen, which is attributed to over-smoothing representation. To handle the above issue, we propose an adaptive receptive field graph neural network (ADRP-GNN) that aggregates information by adaptively expanding receptive fields with a monolayer graph convolution layer, avoiding deepening to result in the over-smoothing issue. Specifically, we first present a Multi-hop Graph Convolution Network (MuGC) that captures the information of the nodes and their multi-hop neighbors with only one layer, preventing frequent passing messages between nodes from the over-smoothing issue. Then, we design a Meta Learner that realizes the adaptive receptive field for each node to select related neighbor information. Finally, a Backbone Network is employed to enhance the architecture's learning ability. In addition, our architecture adaptively generates receptive fields instead of handcrafting stacked layers, which can integrate existing GNN frameworks to fit various scenarios. Extensive experiments indicate that our architecture is effective for the over-smoothing issue and improves accuracy by 0.52% to 6.88% compared to state-of-the-art methods on node classification tasks on eight datasets."", 'structured': []}",0,pubmed
Neural networks in analog hardware--design and implementation issues.,"S Draghici (Department of Computer Science, Wayne State University, Detroit, MI 48202, USA.)",,International journal of neural systems,10.1142/S0129065700000041,10798708,,"{'text': 'This paper presents a brief review of some analog hardware implementations of neural networks. Several criteria for the classification of general neural networks implementations are discussed and a taxonomy induced by these criteria is presented. The paper also discusses some characteristics of analog implementations as well as some trade-offs and issues identified in the work reviewed. Parameters such as precision, chip area, power consumption, speed and noise susceptibility are discussed in the context of neural implementations. A unified review of various ""VLSI friendly"" algorithms is also presented. The paper concludes with some conclusions drawn from the analysis of the implementations presented.', 'structured': []}",0,pubmed
3D Convolutional Neural Networks for Event-Related Potential detection.,H Cecotti (N/A); G Jha (N/A),,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8856485,31946786,,"{'text': 'Deep learning techniques have recently been successful in the classification of brain evoked responses for multiple applications, including brain-machine interface. Single-trial detection in the electroencephalogram (EEG) of brain evoked responses, like event-related potentials (ERPs), requires multiple processing stages, in the spatial and temporal domains, to extract high level features. Convolutional neural networks, as a type of deep learning method, have been used for EEG signal detection as the underlying structure of the EEG signal can be included in such system, facilitating the learning step. The EEG signal is typically decomposed into 2 main dimensions: space and time. However, the spatial dimension can be decomposed into 2 dimensions that better represent the relationships between the sensors that are involved in the classification. We propose to analyze the performance of 2D and 3D convolutional neural networks for the classification of ERPs with a dataset based on 64 EEG channels. We propose and compare 6 conv net architectures: 4 using 3D convolutions, that vary in relation to the number of layers and feature maps, and 2 using 2D convolutions. The results support the conclusion that 3D convolutions provide better performance than 2D convolutions for the binary classification of ERPs.', 'structured': []}",0,pubmed
Invited commentary: artificial neural networks--an introduction.,"M D Sawyer (Department of Surgery, Mayo Clinic, Rochester, Minn. 55905, USA.)",,Surgery,10.1067/msy.2000.102174,10660750,,"{'text': '', 'structured': []}",0,pubmed
Graph Neural Networks on SPD Manifolds for Motor Imagery Classification: A Perspective From the Time-Frequency Analysis.,Ce Ju (N/A); Cuntai Guan (N/A),,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2023.3307470,37725740,,"{'text': 'The motor imagery (MI) classification has been a prominent research topic in brain-computer interfaces (BCIs) based on electroencephalography (EEG). Over the past few decades, the performance of MI-EEG classifiers has seen gradual enhancement. In this study, we amplify the geometric deep-learning-based MI-EEG classifiers from the perspective of time-frequency analysis, introducing a new architecture called Graph-CSPNet. We refer to this category of classifiers as Geometric Classifiers, highlighting their foundation in differential geometry stemming from EEG spatial covariance matrices. Graph-CSPNet utilizes novel manifold-valued graph convolutional techniques to capture the EEG features in the time-frequency domain, offering heightened flexibility in signal segmentation for capturing localized fluctuations. To evaluate the effectiveness of Graph-CSPNet, we employ five commonly used publicly available MI-EEG datasets, achieving near-optimal classification accuracies in nine out of 11 scenarios. The Python repository can be found at https://github.com/GeometricBCI/Tensor-CSPNet-and-Graph-CSPNet.', 'structured': []}",0,pubmed
Transfer Learning with Deep Convolutional Neural Networks for Classifying Cellular Morphological Changes.,"Alexander Kensert (1 Department of Pharmaceutical Biosciences, Uppsala University, Uppsala, Sweden.); Philip J Harrison (1 Department of Pharmaceutical Biosciences, Uppsala University, Uppsala, Sweden.); Ola Spjuth (1 Department of Pharmaceutical Biosciences, Uppsala University, Uppsala, Sweden.)",,SLAS discovery : advancing life sciences R & D,10.1021/acs.jcim.8b00542.,30641024,,"{'text': 'The quantification and identification of cellular phenotypes from high-content microscopy images has proven to be very useful for understanding biological activity in response to different drug treatments. The traditional approach has been to use classical image analysis to quantify changes in cell morphology, which requires several nontrivial and independent analysis steps. Recently, convolutional neural networks have emerged as a compelling alternative, offering good predictive performance and the possibility to replace traditional workflows with a single network architecture. In this study, we applied the pretrained deep convolutional neural networks ResNet50, InceptionV3, and InceptionResnetV2 to predict cell mechanisms of action in response to chemical perturbations for two cell profiling datasets from the Broad Bioimage Benchmark Collection. These networks were pretrained on ImageNet, enabling much quicker model training. We obtain higher predictive accuracy than previously reported, between 95% and 97%. The ability to quickly and accurately distinguish between different cell morphologies from a scarce amount of labeled data illustrates the combined benefit of transfer learning and deep convolutional neural networks for interrogating cell-based images.', 'structured': []}",0,pubmed
Compact and Computationally Efficient Representation of Deep Neural Networks.,Simon Wiedemann (N/A); Klaus-Robert Muller (N/A); Wojciech Samek (N/A),,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2019.2910073,31150347,,"{'text': 'At the core of any inference procedure, deep neural networks are dot product operations, which are the component that requires the highest computational resources. For instance, deep neural networks, such as VGG-16, require up to 15-G operations in order to perform the dot products present in a single forward pass, which results in significant energy consumption and thus limits their use in resource-limited environments, e.g., on embedded devices or smartphones. One common approach to reduce the complexity of the inference is to prune and quantize the weight matrices of the neural network. Usually, this results in matrices whose entropy values are low, as measured relative to the empirical probability mass distribution of its elements. In order to efficiently exploit such matrices, one usually relies on, inter alia, sparse matrix representations. However, most of these common matrix storage formats make strong statistical assumptions about the distribution of the elements; therefore, cannot efficiently represent the entire set of matrices that exhibit low-entropy statistics (thus, the entire set of compressed neural network weight matrices). In this paper, we address this issue and present new efficient representations for matrices with low-entropy statistics. Alike sparse matrix data structures, these formats exploit the statistical properties of the data in order to reduce the size and execution complexity. Moreover, we show that the proposed data structures can not only be regarded as a generalization of sparse formats but are also more energy and time efficient under practically relevant assumptions. Finally, we test the storage requirements and execution performance of the proposed formats on compressed neural networks and compare them to dense and sparse representations. We experimentally show that we are able to attain up to ×42 compression ratios, ×5 speed ups, and ×90 energy savings when we lossless convert the state-of-the-art networks, such as AlexNet, VGG-16, ResNet152, and DenseNet, into the new data structures and benchmark their respective dot product.', 'structured': []}",0,pubmed
Regularization of deep neural networks with spectral dropout.,"Salman H Khan (Data61, Commonwealth Scientific and Industrial Research Organization (CSIRO), Canberra ACT 2601, Australia; The Australian National University, Canberra ACT 0200, Australia. Electronic address: salman.khan@anu.edu.au.); Munawar Hayat (University of Canberra, Bruce ACT 2617, Australia; Inception Institute of AI, Abu Dhabi, United Arab Emirates. Electronic address: munawar.hayat@canberra.edu.au.); Fatih Porikli (The Australian National University, Canberra ACT 0200, Australia. Electronic address: fatih.porikli@anu.edu.au.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2018.09.009,30504041,,"{'text': ""The big breakthrough on the ImageNet challenge in 2012 was partially due to the 'Dropout' technique used to avoid overfitting. Here, we introduce a new approach called 'Spectral Dropout' to improve the generalization ability of deep neural networks. We cast the proposed approach in the form of regular Convolutional Neural Network (CNN) weight layers using a decorrelation transform with fixed basis functions. Our spectral dropout method prevents overfitting by eliminating weak and 'noisy' Fourier domain coefficients of the neural network activations, leading to remarkably better results than the current regularization methods. Furthermore, the proposed is very efficient due to the fixed basis functions used for spectral transformation. In particular, compared to Dropout and Drop-Connect, our method significantly speeds up the network convergence rate during the training process (roughly ×2), with considerably higher neuron pruning rates (an increase of ∼30%). We demonstrate that the spectral dropout can also be used in conjunction with other regularization approaches resulting in additional performance gains."", 'structured': []}",0,pubmed
Bicomplex Projection Rule for Complex-Valued Hopfield Neural Networks.,"Masaki Kobayashi (Mathematical Science Center, University of Yamanashi, Kofu, Yamanashi 400-8511, Japan k-masaki@yamanashi.ac.jp.)",,Neural computation,10.1162/neco_a_01320,32946711,,"{'text': 'A complex-valued Hopfield neural network (CHNN) with a multistate activation function is a multistate model of neural associative memory. The weight parameters need a lot of memory resources. Twin-multistate activation functions were introduced to quaternion- and bicomplex-valued Hopfield neural networks. Since their architectures are much more complicated than that of CHNN, the architecture should be simplified. In this work, the number of weight parameters is reduced by bicomplex projection rule for CHNNs, which is given by the decomposition of bicomplex-valued Hopfield neural networks. Computer simulations support that the noise tolerance of CHNN with a bicomplex projection rule is equal to or even better than that of quaternion- and bicomplex-valued Hopfield neural networks. By computer simulations, we find that the projection rule for hyperbolic-valued Hopfield neural networks in synchronous mode maintains a high noise tolerance.', 'structured': []}",0,pubmed
Signal2Image Modules in Deep Neural Networks for EEG Classification.,Paschalis Bizopoulos (N/A); George I Lambrou (N/A); Dimitrios Koutsouris (N/A),,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8856620,31945994,,"{'text': ""Deep learning has revolutionized computer vision utilizing the increased availability of big data and the power of parallel computational units such as graphical processing units. The vast majority of deep learning research is conducted using images as training data, however the biomedical domain is rich in physiological signals that are used for diagnosis and prediction problems. It is still an open research question how to best utilize signals to train deep neural networks.In this paper we define the term Signal2Image (S2Is) as trainable or non-trainable prefix modules that convert signals, such as Electroencephalography (EEG), to image-like representations making them suitable for training image-based deep neural networks defined as `base models'. We compare the accuracy and time performance of four S2Is (`signal as image', spectrogram, one and two layer Convolutional Neural Networks (CNNs)) combined with a set of `base models' (LeNet, AlexNet, VGGnet, ResNet, DenseNet) along with the depth-wise and 1D variations of the latter. We also provide empirical evidence that the one layer CNN S2I performs better in eleven out of fifteen tested models than non-trainable S2Is for classifying EEG signals and present visual comparisons of the outputs of some of the S2Is."", 'structured': []}",0,pubmed
Hyperbolic Hopfield neural networks.,M Kobayashi (N/A),,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2012.2230450,24808287,,"{'text': 'In recent years, several neural networks using Clifford algebra have been studied. Clifford algebra is also called geometric algebra. Complex-valued Hopfield neural networks (CHNNs) are the most popular neural networks using Clifford algebra. The aim of this brief is to construct hyperbolic HNNs (HHNNs) as an analog of CHNNs. Hyperbolic algebra is a Clifford algebra based on Lorentzian geometry. In this brief, a hyperbolic neuron is defined in a manner analogous to a phasor neuron, which is a typical complex-valued neuron model. HHNNs share common concepts with CHNNs, such as the angle and energy. However, HHNNs and CHNNs are different in several aspects. The states of hyperbolic neurons do not form a circle, and, therefore, the start and end states are not identical. In the quantized version, unlike complex-valued neurons, hyperbolic neurons have an infinite number of states.', 'structured': []}",0,pubmed
Approximation rates for neural networks with general activation functions.,"Jonathan W Siegel (Department of Mathematics, Pennsylvania State University, University Park, PA 16802, USA. Electronic address: jus1949@psu.edu.); Jinchao Xu (Department of Mathematics, Pennsylvania State University, University Park, PA 16802, USA.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.05.019,32470796,,"{'text': 'We prove some new results concerning the approximation rate of neural networks with general activation functions. Our first result concerns the rate of approximation of a two layer neural network with a polynomially-decaying non-sigmoidal activation function. We extend the dimension independent approximation rates previously obtained to this new class of activation functions. Our second result gives a weaker, but still dimension independent, approximation rate for a larger class of activation functions, removing the polynomial decay assumption. This result applies to any bounded, integrable activation function. Finally, we show that a stratified sampling approach can be used to improve the approximation rate for polynomially decaying activation functions under mild additional assumptions.', 'structured': []}",0,pubmed
Heterophilous distribution propagation for Graph Neural Networks.,"Zhuonan Zheng (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: zhengzn@zju.edu.cn.); Sheng Zhou (Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China; School of Software Technology, Zhejiang University, Ningbo, 315048, China. Electronic address: zhousheng_zju@zju.edu.cn.); Hongjia Xu (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: xu_hj@zju.edu.cn.); Ming Gu (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: guming444@zju.edu.cn.); Yilun Xu (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: yilun.xu@zju.edu.cn.); Ao Li (Alibaba Group, Hangzhou, 310052, China. Electronic address: jianzhen.la@alibaba-inc.com.); Yuhong Li (Alibaba Group, Hangzhou, 310052, China. Electronic address: daniel.lyh@alibaba-inc.com.); Jingjun Gu (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: gjj@zju.edu.cn.); Jiajun Bu (College of Computer Science, Zhejiang University, Hangzhou, 310027, China; Zhejiang Key Laboratory of Accessible Perception and Intelligent Systems, Zhejiang University, Hangzhou, 310027, China. Electronic address: bjj@zju.edu.cn.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2024.107014,39733698,,"{'text': 'Graph Neural Networks (GNNs) have achieved remarkable success in various graph mining tasks by aggregating information from neighborhoods for representation learning. The success relies on the homophily assumption that nearby nodes exhibit similar behaviors, while it may be violated in many real-world graphs. Recently, heterophilous graph neural networks (HeterGNNs) have attracted increasing attention by modifying the neural message passing schema for heterophilous neighborhoods. However, they suffer from insufficient neighborhood partition and heterophily modeling, both of which are critical but challenging to break through. To tackle these challenges, in this paper, we propose heterophilous distribution propagation (HDP) for graph neural networks. Instead of aggregating information from all neighborhoods, HDP adaptively separates the neighbors into homophilous and heterophilous parts based on the pseudo assignments during training. The heterophilous neighborhood distribution is learned with orthogonality-oriented constraint via a trusted prototype contrastive learning paradigm. Both the homophilous and heterophilous patterns are propagated with a novel semantic-aware message-passing mechanism. We conduct extensive experiments on 9 benchmark datasets with different levels of homophily. Experimental results show that our method outperforms representative baselines on heterophilous datasets.', 'structured': []}",0,pubmed
Binarized Simplicial Convolutional Neural Networks.,"Yi Yan (Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China. Electronic address: yiyiyiyan@outlook.com.); Ercan Engin Kuruoglu (Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China. Electronic address: kuruoglu@sz.tsinghua.edu.cn.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2024.106928,39616932,,"{'text': 'Graph Neural Networks have the limitation of processing features solely on graph nodes, neglecting data on high-dimensional structures such as edges and triangles. Simplicial Convolutional Neural Networks (SCNN) represent high-order structures using simplicial complexes to break this limitation but still lack time efficiency. In this paper, a novel neural network architecture named Binarized Simplicial Convolutional Neural Networks (Bi-SCNN) is proposed based on the combination of simplicial convolution with a weighted binary-sign forward propagation strategy. The utilization of the Hodge Laplacian on a weighted binary-sign forward propagation enables Bi-SCNN to efficiently and effectively represent simplicial features with higher-order structures, surpassing the capabilities of traditional graph node representations. The Bi-SCNN achieves reduced model complexity compared to previous SSCN variants through binarization and normalization, also serving as intrinsic nonlinearities of Bi-SCNN; this enables Bi-SCNN to shorten the execution time without compromising prediction performance and makes Bi-SCNN less prone to over-smoothing. Experimenting with real-world citation and ocean-drifter data confirmed that our proposed Bi-SCNN is efficient and accurate.', 'structured': []}",0,pubmed
Task-dependent color representation in convolutional neural networks.,Jenny M Bosten (N/A); S Angela Diyalagoda (N/A),,"Journal of the Optical Society of America. A, Optics, image science, and vision",10.1364/JOSAA.546067,40793550,,"{'text': 'Convolutional neural networks (CNNs) trained for image categorization are known to have color-selective units that are tuned to particular colors. Analogously to the analysis of color representations in humans using brain imaging data, the representation of color within layers of a trained network can be characterized by constructing representational dissimilarity matrices (RDMs) and by using multidimensional scaling (MDS) to visualize geometric representational color spaces. Human color representations show flexibility dependent on the task. We trained CNNs on a set of simple chromatic stimuli but varied the ""task"" to require either color categorization, an analog of a color appearance rating, or luminance or spatial judgments that may not require color at all. We found that color representations within trained networks differed reliably and distinctively between task conditions, and that structured representations developed for color-relevant training conditions that were appropriate to the task. Color representations for different task conditions diverged through network layers toward the output layer, but they were significantly different even for layer 2 near the input layer. The variance between network instances was lowest for color-relevant tasks. For two of the tasks initially assumed to be ""color-irrelevant,"" reliable and distinctive color representations developed. For these tasks requiring luminance or spatial judgments, color must provide a useful cue even though it is not required in the network output. These results or similar models may be used to generate hypotheses for how color representations in the human brain vary with task (whether tasks obviously require color or not), which could be tested using neuroimaging.', 'structured': []}",0,pubmed
Problem solving in artificial neural networks.,"S Hampson (Department of Information and Computing, University of California, Irvine 92717.)",,Progress in neurobiology,10.1016/0301-0082(94)90065-5,8008826,,"{'text': '', 'structured': []}",0,pubmed
Projective Synchronization Analysis of Fractional-Order Neural Networks With Mixed Time Delays.,Peng Liu (N/A); Minxue Kong (N/A); Zhigang Zeng (N/A),,IEEE transactions on cybernetics,10.1109/TCYB.2020.3027755,33119534,,"{'text': 'In this article, we analyze the projective synchronization of fractional-order neural networks with mixed time delays. By introducing an extended Halanay inequality that is applicable for the case of fractional differential equations with arbitrary initial time and multiple types of delays, sufficient criteria are deduced for ensuring the projective synchronization of fractional-order neural networks with both discrete time-varying delays and distributed delays. Furthermore, sufficient criteria are presented for ensuring the projective synchronization in the Mittag-Leffler sense if there is no delay in fractional-order neural networks. The results derived herein include complete synchronization, anti-synchronization, and stabilization of fractional-order neural networks as particular cases. Moreover, the testable criteria in this article are a meaningful extension of projective synchronization of neural networks with mixed time delays from integer-order to fractional-order ones. A numerical simulation with four cases is provided to verify the validity of the obtained results.', 'structured': []}",0,pubmed
Heterogeneous graph neural networks enhance pressure estimation in water distribution networks.,"Jian Wang (Centre for Water Systems, University of Exeter, Exeter EX4 4QF, United Kingdom.); Li Liu (School of Civil Engineering, Hefei University of Technology, Hefei 230009, China.); Dragan Savic (Centre for Water Systems, University of Exeter, Exeter EX4 4QF, United Kingdom; KWR Water Research Institute, Niuwegein 3430 BB, the Netherlands.); Guangtao Fu (Centre for Water Systems, University of Exeter, Exeter EX4 4QF, United Kingdom. Electronic address: g.fu@exeter.ac.uk.)",,Water research,10.1016/j.watres.2025.123843,40424926,,"{'text': 'Pressure estimation is crucial for efficient operation and management of water distribution networks (WDNs). However, it is often challenged by limited sensor observations. While graph neural networks (GNNs) have been used to improve hydraulic and water quality predictions of WDNs, their reliance on homogeneous graphs oversimplifies the diverse roles and interactions of hydraulic components, resulting in lower performance under dynamic system states. This research introduces a novel heterogeneous graph neural network (HGNN) framework, which models control units such as pumps and valves as distinct nodes while preserving their interactions through additional edge types. Experimental results using C-Town as a benchmark demonstrate that HGNN outperforms GNN in terms of accuracy, robustness, and adaptability, achieving a mean absolute percentage error (MAPE) of 1.88 % and a mean absolute error (MAE) of 1.70 m under a 95 % masking rate. Additionally, this study shows that optimal sensor placement reduces MAE by up to 15 %, and the proposed HGNN framework achieves high computational efficiency, highlighting its effectiveness in WDN analysis and management. This research offers an advanced and transferable approach for WDN pressure estimation, serving as a superior alternative to traditional pressure evaluation models.', 'structured': []}",0,pubmed
Deep-gKnock: Nonlinear group-feature selection with deep neural networks.,"Guangyu Zhu (Department of Computer Science and Statistics, University of Rhode Island, United States of America. Electronic address: guangyuzhu@uri.edu.); Tingting Zhao (Department of Electrical and Computer Engineering, Northeastern University, United States of America.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.12.004,33385830,,"{'text': 'Feature selection is central to contemporary high-dimensional data analysis. Group structure among features arises naturally in various scientific problems. Many methods have been proposed to incorporate the group structure information into feature selection. However, these methods are normally restricted to a linear regression setting. To relax the linear constraint, we design a new Deep Neural Network (DNN) architecture and integrating it with the recently proposed knockoff technique to perform nonlinear group-feature selection with controlled group-wise False Discovery Rate (gFDR). Experimental results on high-dimensional synthetic data demonstrate that our method achieves the highest power and accurate gFDR control compared with state-of-the-art methods. The performance of Deep-gKnock is especially superior in the following five situations: (1) nonlinearity relationship; (2) dimension p greater than sample size n; (3) high between-group correlation; (4) high within-group correlation; (5) large number of associated groups. And Deep-gKnock is also demonstrated to be robust to the misspecification of the feature distribution and the change of network architecture. Moreover, Deep-gKnock achieves scientifically meaningful group-feature selection results for cutting-edge real world datasets.', 'structured': []}",0,pubmed
Multi-task Learning Graph Neural Networks for Cancer Prognosis Prediction with Genomic Data.,Tsung-Wei Lin (N/A); Sofia Ormazabal Arriagada (N/A); Che Lin (N/A),,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC53108.2024.10782177,40039031,,"{'text': 'Providing robust prognosis predictions for cancers with limited data samples remains a challenge for precision oncology. In this study, we propose a novel approach that combines multi-task learning (MTL) and graph neural networks (GNNs) to address this issue. By representing gene-gene interactions as a graph network, our approach leverages multi-task learning to effectively capture the relationships of genes relevant to the oncogenesis and progression of breast, lung, and colon cancer. We demonstrate that our approach improves the cancer prognosis prediction for cancers with fewer samples, such as colon adenocarcinoma, by leveraging the shared gene-gene interactions across different cancer types, obtaining increases in the area under the precision-recall curve (AUPRC) of 24%. Our work contributes to the field of smart healthcare by demonstrating the potential of MTL and GNNs for enhancing cancer prognosis prediction, even with limited data samples.', 'structured': []}",0,pubmed
Designing Interpretable Recurrent Neural Networks for Video Reconstruction via Deep Unfolding.,Huynh Van Luong (N/A); Boris Joukovsky (N/A); Nikos Deligiannis (N/A),,IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,10.1109/TIP.2021.3069296,33798083,,"{'text': ""Deep unfolding methods design deep neural networks as learned variations of optimization algorithms through the unrolling of their iterations. These networks have been shown to achieve faster convergence and higher accuracy than the original optimization methods. In this line of research, this paper presents novel interpretable deep recurrent neural networks (RNNs), designed by the unfolding of iterative algorithms that solve the task of sequential signal reconstruction (in particular, video reconstruction). The proposed networks are designed by accounting that video frames' patches have a sparse representation and the temporal difference between consecutive representations is also sparse. Specifically, we design an interpretable deep RNN (coined reweighted-RNN) by unrolling the iterations of a proximal method that solves a reweighted version of the l"", 'structured': []}",0,pubmed
Neural networks: what are they?,"K E Frye (University of South Alabama Medical Center, Mobile, USA.); S D Izenberg (N/A); M D Williams (N/A); A Luterman (N/A)",,The Journal of burn care & rehabilitation,10.1097/00004630-199701000-00013,9063792,,"{'text': '', 'structured': []}",0,pubmed
Deep neural-kernel blocks.,"Siamak Mehrkanoon (Department of Data Science and Knowledge Engineering, Maastricht University, The Netherlands. Electronic address: siamak.mehrkanoon@maastrichtuniversity.nl.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2019.03.011,31005850,,"{'text': 'This paper introduces novel deep architectures using the hybrid neural-kernel core model as the first building block. The proposed models follow a combination of a neural networks based architecture and a kernel based model enriched with pooling layers. In particular, in this context three kernel blocks with average, maxout and convolutional pooling layers are introduced and examined. We start with a simple merging layer which averages the output of the previous representation layers. The maxout layer on the other hand triggers competition among different representations of the input. Thanks to this pooling layer, not only the dimensionality of the output of multi-scale representations is reduced but also multiple sub-networks are formed within the same model. In the same context, the pointwise convolutional layer is also employed with the aim of projecting the multi-scale representations onto a new space. Experimental results show an improvement over the core deep hybrid model as well as kernel based models on several real-life datasets.', 'structured': []}",0,pubmed
